//Index	  Name							Damage	 MP		BP		Range	Radio	Delay	Type   Effect	ReqLevel	ReqEnergy	ReqLeadership	ReqKillCount   ReqGuildStatus	DW		DK		FE		MG		DL		SU		RF		GL		RW		SL		GC		KUN		LEM		KIN		ALC
588		  "自动AG 恢复力增加"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
589		  "冰抵抗力提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
590		  "减少耐久 (3)"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
591		  "防御成功率提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
593		  "套装防御力增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
594		  "复仇"							0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
595		  "智力属性增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
596		  "体力属性增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
597		  "敏捷属性增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
598		  "力量属性增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
599		  "攻击成功率提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
600		  "最大生命力 增加"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
601		  "最大魔法值增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
602		  "最大AG 增加"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
603		  "PVP攻击率提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
604		  "魔法值减少"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
605		  "杀怪时SD恢复"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
606		  "杀怪时生命力恢复"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
607		  "最小攻击力提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
608		  "杀怪时魔力恢复"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
609		  "最大攻击力提高"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
610		  "致命一击几率提高"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
611		  "魔法值完全恢复"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
612		  "生命力完全恢复"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
613		  "卓越一击几率提高"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
614		  "双倍攻击几率提高"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
615		  "无视防御几率提高"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
616		  "SD完全恢复"					0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
617		  "三倍攻击几率提高"				0		 0		 0		 0		 0		 0		 *		0		 0			0			0				0			   0				0		0		0		0		0		0		3		0		0		0		0		0		0		0		0
end
